1.554141360341085672e+09 8.175005838350665499e+02 4.435338563522471986e+02 3.059362695924508491e-03 -4.707944426863035735e-03
1.554141360408607960e+09 8.175083080191888030e+02 4.436015943710046940e+02 3.475859081649509616e-03 -4.789127269523281959e-03
1.554141360473935604e+09 8.174841103026843712e+02 4.435495523317026141e+02 3.149586028568009295e-03 -4.800002464947740292e-03
1.554141360534764767e+09 8.175260111608403122e+02 4.436384208820379627e+02 3.706996695369118352e-03 -4.779069671324157227e-03
1.554141360600982666e+09 8.175247024555567350e+02 4.436014790990153642e+02 3.480868504354171951e-03 -4.723108952031855427e-03
1.554141360661784172e+09 8.175159039008553918e+02 4.436054326345796994e+02 3.502014676418542614e-03 -4.764901579102877836e-03
1.554141360725492477e+09 8.175074308764395710e+02 4.436012904689360994e+02 3.473689575927613182e-03 -4.792053474649220213e-03
1.554141360790058851e+09 8.174935025046161172e+02 4.436536942435990341e+02 3.788777904583475950e-03 -4.934452133880737855e-03
1.554141360851709843e+09 8.174516599773305643e+02 4.436786021692313966e+02 3.926134893762010108e-03 -5.143435830621576749e-03
1.554141360911684036e+09 8.174602950044985619e+02 4.435860509802639058e+02 3.364143831788154841e-03 -4.956018197313141922e-03
1.554141360980973244e+09 8.174758892016576510e+02 4.436144874129813047e+02 3.543319219415019643e-03 -4.940395958863622386e-03
1.554141361050457716e+09 8.175331720469298489e+02 4.436406088565519212e+02 3.722732357276571907e-03 -4.754025218029307547e-03
1.554141361123343945e+09 8.175243373441247741e+02 4.436019211980496948e+02 3.483535760322396899e-03 -4.725333770987840375e-03
1.554141361195986032e+09 8.175183159179234735e+02 4.436099651764376404e+02 3.530430665374400742e-03 -4.762827115907000870e-03
1.554141361269660473e+09 8.175260268821584759e+02 4.436549024568236064e+02 3.807621269601596439e-03 -4.806310163047230501e-03
1.554141361349132299e+09 8.175617922170657721e+02 4.436303381581681720e+02 3.670159621900942731e-03 -4.622323342734703695e-03
1.554141361432753563e+09 8.174913870823743309e+02 4.436265799464155180e+02 3.622555730709887956e-03 -4.898223162008812775e-03
1.554141361516674042e+09 8.175342638451871835e+02 4.436600809180319516e+02 3.842184634119426463e-03 -4.781859777426475042e-03
1.554141361611043692e+09 8.175582820721760982e+02 4.436497834470800399e+02 3.787637250522707996e-03 -4.668412766971078917e-03
1.554141361711197615e+09 8.175531314141707071e+02 4.436999291712722311e+02 4.091963136895548393e-03 -4.771849485124400603e-03
1.554141361808780909e+09 8.175222182360938632e+02 4.436778018207798482e+02 3.946035500807775105e-03 -4.859313335537540114e-03
1.554141361910361290e+09 8.175159475090844126e+02 4.436791424379348427e+02 3.952026791234056549e-03 -4.886732905697755910e-03
1.554141362009893179e+09 8.174997712297220005e+02 4.437395874314969433e+02 4.315405209088003444e-03 -5.051464829845241436e-03
1.554141362111926317e+09 8.175003927916787916e+02 4.436239205064503039e+02 3.609489696207451512e-03 -4.857867792096433671e-03
1.554141362179480553e+09 8.174735919552765608e+02 4.436609277165864000e+02 3.825940087292484335e-03 -5.026406864095620333e-03
1.554141362236711025e+09 8.174889937316571604e+02 4.436652257816413680e+02 3.857626865846695841e-03 -4.971621773151788971e-03
1.554141362287692070e+09 8.175075449611226759e+02 4.435897838684155658e+02 3.403471743764957536e-03 -4.772540804228816817e-03
1.554141362339044571e+09 8.174130325856415311e+02 4.436729032443391816e+02 3.877928875339932586e-03 -5.288919628407656205e-03
1.554141362402016163e+09 8.174016934398689500e+02 4.436838281489687574e+02 3.940652865394665867e-03 -5.352468764750028911e-03
1.554141362454682827e+09 8.174746715039135552e+02 4.437834527264785720e+02 4.574261368931976587e-03 -5.224447482526930857e-03
1.554141362507081747e+09 8.173035451414413046e+02 4.432132839651598033e+02 1.030874477260583250e-03 -4.968208874592146100e-03
1.554141362564578772e+09 8.167896460090844357e+02 4.414371279203071481e+02 -1.004968795759530846e-02 -4.088797468380176575e-03
1.554141362614770412e+09 8.162241045627702078e+02 4.390386697970249656e+02 -2.508615023453085111e-02 -2.372840273283873588e-03
1.554141362667625427e+09 8.137364849935136135e+02 4.349756709333973390e+02 -5.141582816500624153e-02 -5.663255348991152668e-03
