1.554141360366622686e+09 2.975836774710938215e-02 -1.613989303982710233e-02 1.044641035969169351e-01
1.554141360432303429e+09 2.983217965991036280e-02 -1.603282657130589151e-02 1.040791743982560913e-01
1.554141360498900414e+09 2.814656853447727869e-02 -1.550236719557007703e-02 1.029066146635995160e-01
1.554141360564049959e+09 2.780455215576393968e-02 -1.530486626792537663e-02 1.020859190730822874e-01
1.554141360626165867e+09 2.889432132280633780e-02 -1.586985312681654658e-02 1.032354299361160077e-01
1.554141360686766148e+09 2.018324771005408635e-02 -8.518797212540341057e-03 9.536091429631854410e-02
1.554141360748813868e+09 2.928856040444705044e-02 -1.597128661892210921e-02 1.037586586315657478e-01
1.554141360814862490e+09 2.882661585068735377e-02 -1.565219488375380053e-02 1.033676054212520068e-01
1.554141360877399445e+09 2.908500360064047996e-02 -1.604156249162036474e-02 1.035269292982681222e-01
1.554141360935877562e+09 2.146164162288055621e-02 -9.225824045249630956e-03 9.702227177813105286e-02
1.554141361006965160e+09 2.113659124713729298e-02 -9.092364354054027764e-03 9.685236295029642228e-02
1.554141361077790976e+09 2.780428810618884583e-02 -1.547222645944956732e-02 1.027855693810795223e-01
1.554141361150394678e+09 2.146508167217842100e-02 -9.153229411607011201e-03 9.706113584736453248e-02
1.554141361224066973e+09 2.099259502391026544e-02 -9.045060449742958752e-03 9.671138171422666296e-02
1.554141361299632311e+09 1.829958652394791940e-02 -8.085014393377720765e-03 9.420523904061672837e-02
1.554141361380214214e+09 1.982311855970309011e-02 -8.822447325615989655e-03 9.584182736694524252e-02
1.554141361464598656e+09 1.515592268602183879e-02 -7.227979437016918141e-03 9.203518167159430163e-02
1.554141361547979355e+09 1.524005154087060276e-02 -6.992539350315851721e-03 9.203157281301832526e-02
1.554141361648856163e+09 1.613371227462190305e-02 -7.465593451470242670e-03 9.295976003747741245e-02
1.554141361745268345e+09 2.113539861847257839e-02 -9.035520752878056783e-03 9.668314578767533973e-02
1.554141361843083382e+09 2.057789798556886041e-02 -9.020692163094867766e-03 9.651331273582974823e-02
1.554141361946254015e+09 1.958283870779542468e-02 -8.618682979735781124e-03 9.565709621917029004e-02
1.554141362049819469e+09 2.114540134433040564e-02 -9.372837849438875324e-03 9.667136676856724620e-02
1.554141362146085978e+09 1.808983414130072020e-02 -8.266219001459962357e-03 9.451337195400300040e-02
1.554141362203983545e+09 1.798852708084419660e-02 -8.227699497477702906e-03 9.442677119761277993e-02
1.554141362257949114e+09 1.462801970751348435e-02 -6.949814493811934391e-03 9.150525911453288863e-02
1.554141362309702158e+09 1.773076575853460568e-02 -8.091302459590221652e-03 9.463063774894098223e-02
1.554141362361860037e+09 2.067208731356684481e-02 -9.249449208802773548e-03 9.647981644756620234e-02
1.554141362423398256e+09 1.816909428391610959e-02 -8.416676075543971791e-03 9.459602818716161821e-02
1.554141362477014065e+09 2.094833804105311614e-02 -9.268929017442695262e-03 9.650837528487388184e-02
1.554141362529618502e+09 1.801073356167792738e-02 -8.803021905485874932e-03 9.616869503179104051e-02
1.554141362585658789e+09 1.610841138657237437e-02 -1.564469372782850698e-02 1.036480226811502536e-01
1.554141362636634111e+09 -4.917212063468401340e-03 -1.184161183636223136e-02 9.886461197500562292e-02
1.554141362689653397e+09 -2.422404213416395891e-02 -1.315433514151909122e-02 1.030640282553036968e-01
1.554141362743999481e+09 -3.937532899180951063e-02 -1.382026714112716270e-02 1.032333368559095188e-01
1.554141362806505680e+09 -4.581724066281056551e-02 -1.504457645256207510e-02 1.018554282721391147e-01
1.554141362862693071e+09 -5.365355556267781267e-02 -1.130665128833219235e-02 1.034701509108473250e-01
