1.554485348500768661e+09 2.188993977639697164e-02 -1.366555529121749046e-02 8.990577460354010064e-02
1.554485348546254873e+09 2.792245395688564003e-02 -1.551626585894105848e-02 9.452700164954364048e-02
1.554485348596482515e+09 2.762958313175589709e-02 -1.529431053583063527e-02 9.439456534999002280e-02
1.554485348646155834e+09 1.939808336654014198e-02 -1.249055515947128381e-02 8.743883568771071424e-02
1.554485348695548058e+09 1.622554162435596581e-02 -1.149707720998127680e-02 8.513560399080577490e-02
1.554485348742749453e+09 1.887859016990223182e-02 -1.233865989461901957e-02 8.716821263788987473e-02
1.554485348797140837e+09 1.881750949426397312e-02 -1.232956752233238529e-02 8.753585017725029616e-02
1.554485348847262621e+09 -3.846127185935799275e-04 -5.170814583996374836e-03 7.095433690067753929e-02
1.554485348892599344e+09 1.694659864516978587e-02 -1.154000882125505445e-02 8.589885481139369894e-02
1.554485348945635080e+09 2.794730348865748226e-02 -1.599551910197738458e-02 9.490545650436033043e-02
1.554485348992052078e+09 1.765285996242926814e-02 -1.198792639184576014e-02 8.571403693135248858e-02
1.554485349046610117e+09 1.534433018746828026e-02 -1.105356415318137220e-02 8.423764493810037557e-02
1.554485349105968475e+09 1.196222475700148280e-02 -9.904985885556993885e-03 8.133796987639674292e-02
1.554485349156457186e+09 1.153182369331462453e-02 -9.640411037855289855e-03 8.101682494291062575e-02
1.554485349211260319e+09 9.459493469484492323e-03 -8.723000764422117470e-03 7.895784569806041375e-02
1.554485349261671066e+09 1.377200565702096924e-02 -1.049280311935485432e-02 8.307025509924925721e-02
1.554485349309695721e+09 1.423807430775569927e-02 -1.024761640490812198e-02 8.278529240503407216e-02
1.554485349358170033e+09 1.259287024324429183e-02 -1.022556463347568112e-02 8.167875510192446065e-02
1.554485349409260988e+09 1.452198879534405407e-02 -1.098503584809817912e-02 8.309216588808210346e-02
1.554485349457630396e+09 7.871069452537238220e-03 -8.064834392995545720e-03 7.791605443371141249e-02
1.554485349514796972e+09 2.216900557775458580e-02 -1.381928606598881171e-02 8.999363641766433553e-02
1.554485349563385487e+09 1.514841803519351160e-02 -1.099050404322665653e-02 8.466620919857725802e-02
1.554485349619663715e+09 1.783613669133776725e-02 -1.154947351562385371e-02 8.611035466245620107e-02
1.554485349669399977e+09 2.069092137175054802e-02 -1.292766482254237292e-02 8.852001092612771238e-02
1.554485349718981504e+09 1.179950868372880990e-02 -9.906388341363370209e-03 8.086774953584430214e-02
1.554485349771294117e+09 1.112924304456130997e-02 -9.789251345109439839e-03 8.074084111267954000e-02
1.554485349824442148e+09 1.073278146034573055e-02 -9.184506868483599540e-03 8.051416923698084815e-02
1.554485349874569654e+09 1.414855293051653362e-02 -1.065458008275832480e-02 8.298759702929592308e-02
1.554485349933322430e+09 1.073005559877948656e-02 -9.568498230742128463e-03 8.048485697782203907e-02
1.554485349988325596e+09 1.255801738521400424e-02 -1.008326890249844343e-02 8.179983725457473653e-02
1.554485350046010971e+09 9.104794924900794229e-03 -8.876436250358943347e-03 7.932991025007796182e-02
1.554485350102279425e+09 1.251055337735751394e-02 -9.924154020246045427e-03 8.178323717654567560e-02
1.554485350158912897e+09 1.492182071409198230e-02 -1.120461436382602649e-02 8.409836124142455738e-02
1.554485350206931114e+09 4.870990435161814958e-03 -6.953778591468728898e-03 7.566037584799079063e-02
1.554485350261349440e+09 2.808681254330780419e-02 -1.546846908704646584e-02 9.509995905461199328e-02
1.554485350310038090e+09 2.434319148595465165e-02 -1.488175577479655676e-02 9.186671498186771423e-02
1.554485350366667032e+09 1.173592748753105042e-02 -9.805106410621600155e-03 8.148265724187120362e-02
1.554485350411733866e+09 1.830823237688594674e-02 -1.140205195923849057e-02 8.588203624619827892e-02
1.554485350462883234e+09 2.378211619008174793e-02 -1.442185663229844650e-02 9.160456734584476735e-02
1.554485350513652563e+09 1.151131573539299069e-02 -9.262996890026076180e-03 8.087838674633984759e-02
