1.554141360341085672e+09 8.170218978102190022e+02 4.422968369829683866e+02 -4.682865227416540058e-03 -4.581434436634043705e-03
1.554141360408607960e+09 8.169489051094890328e+02 4.423138686131387090e+02 -4.603994832768342274e-03 -4.903012185920724991e-03
1.554141360473935604e+09 8.171097560975609895e+02 4.426048780487805061e+02 -2.762493721935589414e-03 -4.739023348681493594e-03
1.554141360534764767e+09 8.170024154589372074e+02 4.423260869565217490e+02 -4.510276664582481623e-03 -4.708136378157502626e-03
1.554141360600982666e+09 8.171813725490195566e+02 4.425661764705882320e+02 -2.974755786224090107e-03 -4.387050962567190862e-03
1.554141360661784172e+09 8.169394673123487109e+02 4.421501210653752878e+02 -5.612641132586164081e-03 -4.669606844730989775e-03
1.554141360725492477e+09 8.170757946210269438e+02 4.424889975550122472e+02 -3.485108951002840495e-03 -4.683319941215178736e-03
1.554141360790058851e+09 8.169364303178483624e+02 4.422518337408312732e+02 -4.989200622509548308e-03 -4.850482278696474463e-03
1.554141360851709843e+09 8.169731051344742809e+02 4.423716381418092851e+02 -4.240999423765525779e-03 -4.901608546077460167e-03
1.554141360911684036e+09 8.169926829268292749e+02 4.423024390243902531e+02 -4.658857017470010436e-03 -4.708180645095971610e-03
1.554141360980973244e+09 8.169951456310679987e+02 4.422038834951456465e+02 -5.262903231825106186e-03 -4.535010868611891524e-03
1.554141361050457716e+09 8.171053921568627629e+02 4.422549019607843093e+02 -4.910906008724858114e-03 -4.176339583447923054e-03
1.554141361123343945e+09 8.170559610705596469e+02 4.421532846715328446e+02 -5.552212339221070450e-03 -4.206490294604355029e-03
1.554141361195986032e+09 8.170909090909091219e+02 4.425970515970515748e+02 -2.817198478087319657e-03 -4.801782584832871466e-03
1.554141361269660473e+09 8.171320293398532613e+02 4.426674816625916833e+02 -2.371007886544967275e-03 -4.753221542767948823e-03
1.554141361349132299e+09 8.171847290640394021e+02 4.425098522167487545e+02 -3.318830109392391890e-03 -4.280244988969303908e-03
1.554141361432753563e+09 8.169245742092457476e+02 4.422846715328466871e+02 -4.791799514610886254e-03 -4.952487067601138437e-03
1.554141361516674042e+09 8.170391198044010252e+02 4.423325183374083167e+02 -4.457875685271309348e-03 -4.571402344756296011e-03
1.554141361611043692e+09 8.170536585365853171e+02 4.422414634146341541e+02 -5.011706010617707555e-03 -4.362043315634736573e-03
1.554141361711197615e+09 8.170632603406326098e+02 4.423552311435523166e+02 -4.310080757183704613e-03 -4.512161460800823490e-03
1.554141361808780909e+09 8.169902439024390333e+02 4.422804878048780211e+02 -4.794391366825078403e-03 -4.681625338094321659e-03
1.554141361910361290e+09 8.170145631067961176e+02 4.423228155339805880e+02 -4.526049424711756086e-03 -4.653915065816066794e-03
1.554141362009893179e+09 8.169562043795619957e+02 4.423698296836982990e+02 -4.257987291144666071e-03 -4.966560855462162985e-03
1.554141362111926317e+09 8.170266990291262346e+02 4.421407766990291179e+02 -5.639341994907359594e-03 -4.303504602838916469e-03
1.554141362179480553e+09 8.169854368932038824e+02 4.423033980582524123e+02 -4.655414871805423939e-03 -4.738987766937499679e-03
