1.554141360341085672e+09 8.172635467980295516e+02 4.427881773399014946e+02 -1.585266862893351496e-03 -4.424977615278888679e-03
1.554141360408607960e+09 8.172290640394088541e+02 4.428201970443349751e+02 -1.401276180661449903e-03 -4.616454028931234015e-03
1.554141360473935604e+09 8.172647058823529278e+02 4.427941176470588402e+02 -1.548405960809739589e-03 -4.430179913296152482e-03
1.554141360534764767e+09 8.172671568627450824e+02 4.429068627450980102e+02 -8.571169765328959939e-04 -4.607072427116773623e-03
1.554141360600982666e+09 8.172438423645320427e+02 4.427807881773399004e+02 -1.637430781857200993e-03 -4.491899095634172175e-03
1.554141360661784172e+09 8.172660098522167118e+02 4.428201970443349751e+02 -1.388310867163737540e-03 -4.468201066036813808e-03
1.554141360725492477e+09 8.172536945812807971e+02 4.427832512315271174e+02 -1.618816161465571300e-03 -4.456293680414848656e-03
1.554141360790058851e+09 8.172128712871286780e+02 4.427599009900990268e+02 -1.776364148205536063e-03 -4.581522796100133930e-03
1.554141360851709843e+09 8.171901234567901611e+02 4.427753086419753004e+02 -1.689939994465252445e-03 -4.698456650358831185e-03
1.554141360911684036e+09 8.172345679012345272e+02 4.428000000000000114e+02 -1.523097196114177147e-03 -4.560941055998498153e-03
1.554141360980973244e+09 8.172586206896551175e+02 4.428152709359605979e+02 -1.421001705452686580e-03 -4.489715841043813611e-03
1.554141361050457716e+09 8.172307692307692832e+02 4.427419354838709751e+02 -1.880031383389597520e-03 -4.479995728348275426e-03
1.554141361123343945e+09 8.172821782178217518e+02 4.428514851485148256e+02 -1.191043784848691599e-03 -4.455074855534963893e-03
1.554141361195986032e+09 8.171530864197530946e+02 4.428123456790123669e+02 -1.475991779153018645e-03 -4.908546118120516583e-03
1.554141361269660473e+09 8.172235872235871739e+02 4.428771498771498614e+02 -1.054433663696464560e-03 -4.732796859544609151e-03
1.554141361349132299e+09 8.172475247524752149e+02 4.427252475247524899e+02 -1.976440738804343972e-03 -4.385186618966371332e-03
1.554141361432753563e+09 8.172487684729063631e+02 4.427807881773399004e+02 -1.635695941075718382e-03 -4.472049785379177134e-03
1.554141361516674042e+09 8.172370370370369983e+02 4.427456790123457040e+02 -1.855009145168301770e-03 -4.460917310385187178e-03
1.554141361611043692e+09 8.172172839506172295e+02 4.427382716049382907e+02 -1.907203098409466016e-03 -4.528090420454699075e-03
